batch_id,timestamp,machine_id,operator_id,shift,temperature,pressure,humidity,speed,material_grade,defect_type,defect_count
B00254,2024-07-03 07:15:38.613861386,M8,OP18,Morning,222.6,52.2,42.3,107.9,B,None,0
B00255,2024-07-03 07:28:44.932493249,M4,OP05,Morning,207.4,45.0,37.0,110.0,B,Dimensional,2
B00256,2024-07-03 07:41:51.251125112,M3,OP18,Afternoon,239.6,45.2,56.8,97.7,B,None,0
B00257,2024-07-03 07:54:57.569756975,M9,OP17,Night,219.3,49.0,60.0,110.5,A,None,0
B00258,2024-07-03 08:08:03.888388838,M3,OP16,Morning,201.4,46.5,70.8,98.9,A,None,0
B00259,2024-07-03 08:21:10.207020702,M9,OP08,Morning,193.2,54.1,75.0,121.2,B,None,0
B00260,2024-07-03 08:34:16.525652565,M2,OP13,Morning,205.6,45.9,64.1,96.0,B,Dimensional,4
B00261,2024-07-03 08:47:22.844284428,M2,OP16,Night,212.6,59.6,41.7,93.2,B,None,0
B00262,2024-07-03 09:00:29.162916291,M2,OP11,Afternoon,218.2,49.4,48.5,107.2,B,None,0
B00263,2024-07-03 09:13:35.481548154,M6,OP06,Night,195.7,50.5,55.2,106.2,B,None,0
B00264,2024-07-03 09:26:41.800180018,M3,OP03,Night,232.9,51.4,53.7,90.6,B,None,0
B00265,2024-07-03 09:39:48.118811881,M9,OP01,Afternoon,199.3,49.7,48.7,99.4,A,None,0
B00266,2024-07-03 09:52:54.437443744,M4,OP18,Morning,217.7,54.7,60.6,104.8,B,None,0
B00267,2024-07-03 10:06:00.756075607,M1,OP05,Morning,205.1,50.6,46.0,100.3,A,None,0
B00268,2024-07-03 10:19:07.074707470,M4,OP13,Afternoon,194.7,47.9,51.8,107.6,A,None,0
B00269,2024-07-03 10:32:13.393339333,M1,OP10,Night,170.5,44.5,50.6,103.3,A,None,0
B00270,2024-07-03 10:45:19.711971197,M5,OP05,Morning,181.4,51.6,53.8,106.7,A,Surface,1
B00271,2024-07-03 10:58:26.030603060,M4,OP14,Morning,217.7,53.7,54.4,102.0,B,Surface,5
B00272,2024-07-03 11:11:32.349234923,M8,OP17,Afternoon,211.3,44.9,43.1,108.1,C,None,0
B00273,2024-07-03 11:24:38.667866786,M8,OP01,Morning,208.9,48.5,27.6,108.3,A,None,0
B00274,2024-07-03 11:37:44.986498649,M7,OP02,Afternoon,223.3,53.9,46.3,101.5,B,None,0
B00275,2024-07-03 11:50:51.305130513,M3,OP07,Morning,185.3,46.6,52.0,99.9,B,None,0
B00276,2024-07-03 12:03:57.623762376,M1,OP10,Morning,192.9,46.6,54.0,97.2,C,None,0
B00277,2024-07-03 12:17:03.942394239,M1,OP20,Afternoon,193.9,49.4,45.1,97.9,C,None,0
B00278,2024-07-03 12:30:10.261026102,M3,OP07,Afternoon,179.9,55.3,52.3,102.6,C,None,0
B00279,2024-07-03 12:43:16.579657965,M6,OP16,Afternoon,188.0,53.7,52.1,105.9,B,None,0
B00280,2024-07-03 12:56:22.898289828,M7,OP05,Morning,183.9,55.3,44.7,109.3,A,None,0
B00281,2024-07-03 13:09:29.216921692,M6,OP12,Night,176.5,46.0,48.7,86.4,B,Structural,2
B00282,2024-07-03 13:22:35.535553555,M6,OP17,Morning,186.5,47.4,40.4,81.7,B,None,0
B00283,2024-07-03 13:35:41.854185418,M6,OP16,Morning,199.0,49.3,34.3,98.9,A,None,0
B00284,2024-07-03 13:48:48.172817281,M3,OP20,Afternoon,226.8,48.8,59.8,101.1,B,None,0
B00285,2024-07-03 14:01:54.491449144,M6,OP16,Morning,184.7,46.9,51.6,84.4,A,Dimensional,5
B00286,2024-07-03 14:15:00.810081008,M8,OP19,Afternoon,216.1,51.9,47.3,101.8,B,Structural,1
B00287,2024-07-03 14:28:07.128712871,M2,OP15,Night,203.3,43.5,53.0,91.1,A,None,0
B00288,2024-07-03 14:41:13.447344734,M5,OP12,Afternoon,206.6,50.6,53.7,101.1,B,None,0
B00289,2024-07-03 14:54:19.765976597,M1,OP10,Afternoon,202.2,56.6,66.1,84.7,B,None,0
B00290,2024-07-03 15:07:26.084608460,M1,OP02,Afternoon,172.2,50.3,60.7,95.6,A,None,0
B00291,2024-07-03 15:20:32.403240324,M5,OP07,Morning,184.2,46.7,52.8,102.1,C,None,0
B00292,2024-07-03 15:33:38.721872187,M3,OP13,Afternoon,208.6,44.9,67.2,104.6,B,None,0
B00293,2024-07-03 15:46:45.040504050,M4,OP03,Morning,200.7,51.4,49.3,100.9,B,None,0
B00294,2024-07-03 15:59:51.359135913,M3,OP15,Night,175.3,56.9,59.7,91.3,A,None,0
B00295,2024-07-03 16:12:57.677767776,M1,OP01,Morning,196.7,50.9,45.8,103.1,A,None,0
B00296,2024-07-03 16:26:03.996399639,M1,OP03,Afternoon,208.9,48.7,50.4,93.2,C,Surface,4
B00297,2024-07-03 16:39:10.315031503,M5,OP10,Night,181.2,46.9,55.4,103.7,B,None,0
B00298,2024-07-03 16:52:16.633663366,M6,OP15,Night,194.1,44.1,51.7,113.4,A,None,0
B00299,2024-07-03 17:05:22.952295229,M3,OP06,Night,222.8,51.1,52.3,97.5,C,Dimensional,4
B00300,2024-07-03 17:18:29.270927092,M9,OP20,Afternoon,208.8,43.6,52.0,116.7,B,None,0
B00301,2024-07-03 17:31:35.589558955,M5,OP15,Morning,223.8,53.7,60.4,104.9,B,None,0
B00302,2024-07-03 17:44:41.908190819,M8,OP07,Night,194.4,52.5,50.8,98.1,A,Surface,2
B00303,2024-07-03 17:57:48.226822682,M1,OP05,Morning,216.2,49.1,45.3,115.2,C,None,0
B00304,2024-07-03 18:10:54.545454545,M5,OP04,Morning,184.5,52.6,49.6,100.0,B,None,0
B00305,2024-07-03 18:24:00.864086408,M3,OP18,Night,212.5,50.7,60.3,93.0,B,Surface,7
B00306,2024-07-03 18:37:07.182718271,M1,OP03,Afternoon,189.3,52.6,56.9,95.1,A,None,0
B00307,2024-07-03 18:50:13.501350135,M4,OP17,Night,206.9,53.6,49.1,100.6,B,None,0
B00308,2024-07-03 19:03:19.819981998,M5,OP18,Night,207.6,49.0,43.8,94.5,B,None,0
B00309,2024-07-03 19:16:26.138613861,M7,OP18,Night,210.3,44.8,45.6,97.1,C,Dimensional,4
B00310,2024-07-03 19:29:32.457245724,M1,OP02,Morning,184.9,59.0,49.9,95.2,A,None,0
B00311,2024-07-03 19:42:38.775877587,M3,OP13,Afternoon,204.7,49.1,49.3,104.6,B,None,0
B00312,2024-07-03 19:55:45.094509450,M2,OP15,Night,200.4,48.3,44.2,115.9,A,None,0
B00313,2024-07-03 20:08:51.413141314,M9,OP05,Night,218.8,51.8,57.6,99.0,B,None,0
B00314,2024-07-03 20:21:57.731773177,M10,OP03,Afternoon,190.4,49.2,45.5,92.9,A,None,0
B00315,2024-07-03 20:35:04.050405040,M6,OP05,Morning,180.4,45.0,42.8,99.4,C,None,0
B00316,2024-07-03 20:48:10.369036903,M10,OP05,Night,175.3,45.2,48.4,92.2,B,None,0
B00317,2024-07-03 21:01:16.687668766,M3,OP05,Morning,195.7,46.4,53.7,125.1,B,None,0
B00318,2024-07-03 21:14:23.006300630,M8,OP03,Afternoon,193.6,51.4,42.7,108.7,B,None,0
B00319,2024-07-03 21:27:29.324932493,M8,OP03,Afternoon,195.5,47.2,50.4,112.4,B,None,0
B00320,2024-07-03 21:40:35.643564356,M2,OP20,Afternoon,195.6,53.7,46.5,106.7,B,None,0
B00321,2024-07-03 21:53:41.962196219,M6,OP18,Night,220.9,49.4,47.4,90.5,B,None,0
B00322,2024-07-03 22:06:48.280828082,M7,OP20,Afternoon,197.8,49.7,49.9,103.3,B,Structural,3
B00323,2024-07-03 22:19:54.599459945,M2,OP04,Afternoon,217.0,50.2,54.7,103.4,A,Dimensional,1
B00324,2024-07-03 22:33:00.918091809,M10,OP01,Morning,205.8,45.8,50.1,108.7,A,None,0
B00325,2024-07-03 22:46:07.236723672,M2,OP16,Morning,186.3,55.1,71.0,102.9,C,Structural,3
B00326,2024-07-03 22:59:13.555355535,M10,OP08,Morning,200.1,51.2,55.5,93.4,B,None,0
B00327,2024-07-03 23:12:19.873987398,M1,OP17,Night,223.2,49.3,53.3,116.5,B,None,0
B00328,2024-07-03 23:25:26.192619261,M8,OP08,Morning,215.2,47.9,47.6,106.8,B,None,0
B00329,2024-07-03 23:38:32.511251125,M1,OP07,Afternoon,218.0,47.8,46.0,97.4,B,None,0
B00330,2024-07-03 23:51:38.829882988,M9,OP08,Afternoon,207.6,45.4,58.1,100.0,C,Dimensional,3
B00331,2024-07-04 00:04:45.148514851,M6,OP12,Afternoon,192.8,44.7,37.3,104.0,B,None,0
B00332,2024-07-04 00:17:51.467146714,M7,OP16,Afternoon,224.6,44.7,59.0,97.4,A,None,0
B00333,2024-07-04 00:30:57.785778577,M10,OP12,Afternoon,208.4,54.3,59.3,101.0,A,None,0
B00334,2024-07-04 00:44:04.104410441,M7,OP19,Afternoon,214.0,46.9,49.1,102.7,C,Dimensional,1
B00335,2024-07-04 00:57:10.423042304,M10,OP10,Afternoon,201.6,45.7,59.2,98.6,B,None,0
B00336,2024-07-04 01:10:16.741674167,M3,OP07,Morning,184.5,55.2,47.7,105.9,C,Structural,6
B00337,2024-07-04 01:23:23.060306030,M2,OP12,Night,205.9,50.2,49.3,97.6,B,None,0
B00338,2024-07-04 01:36:29.378937893,M9,OP20,Night,225.4,45.3,54.1,95.1,B,Dimensional,1
B00339,2024-07-04 01:49:35.697569756,M8,OP05,Morning,212.1,52.3,47.0,108.0,A,Dimensional,2
B00340,2024-07-04 02:02:42.016201620,M10,OP16,Afternoon,208.3,55.8,55.7,105.1,A,None,0
B00341,2024-07-04 02:15:48.334833483,M7,OP09,Night,187.1,52.7,46.3,99.8,B,None,0
B00342,2024-07-04 02:28:54.653465346,M9,OP07,Morning,222.8,50.6,52.2,94.8,A,None,0
B00343,2024-07-04 02:42:00.972097209,M4,OP20,Night,220.2,51.9,71.1,106.9,B,None,0
B00344,2024-07-04 02:55:07.290729072,M4,OP14,Morning,173.3,54.8,53.8,99.6,C,None,0
B00345,2024-07-04 03:08:13.609360936,M1,OP11,Afternoon,213.9,56.9,58.7,98.2,A,None,0
B00346,2024-07-04 03:21:19.927992799,M8,OP07,Night,196.3,46.2,57.3,95.4,B,None,0
B00347,2024-07-04 03:34:26.246624662,M3,OP10,Afternoon,204.4,50.1,34.1,90.5,B,None,0
B00348,2024-07-04 03:47:32.565256525,M7,OP09,Afternoon,187.7,52.4,49.3,108.1,A,None,0
B00349,2024-07-04 04:00:38.883888388,M2,OP04,Night,201.8,50.7,61.0,93.0,A,None,0
B00350,2024-07-04 04:13:45.202520252,M2,OP16,Night,183.5,52.1,40.5,89.1,B,None,0
B00351,2024-07-04 04:26:51.521152115,M7,OP10,Afternoon,188.0,58.8,48.6,99.3,C,None,0
B00352,2024-07-04 04:39:57.839783978,M6,OP19,Afternoon,207.8,49.0,67.0,102.3,B,None,0
B00353,2024-07-04 04:53:04.158415841,M3,OP17,Afternoon,188.6,44.3,41.0,112.1,A,None,0
B00354,2024-07-04 05:06:10.477047704,M9,OP09,Night,206.4,57.4,59.2,102.5,B,None,0
B00355,2024-07-04 05:19:16.795679567,M10,OP13,Night,201.6,57.1,43.1,83.8,C,None,0
B00356,2024-07-04 05:32:23.114311431,M6,OP01,Night,235.7,52.2,54.5,92.2,C,Surface,1
B00357,2024-07-04 05:45:29.432943294,M10,OP02,Night,190.3,48.0,55.9,112.2,C,None,0
B00358,2024-07-04 05:58:35.751575157,M10,OP13,Morning,195.0,53.4,56.5,99.8,C,None,0
B00359,2024-07-04 06:11:42.070207020,M6,OP09,Night,189.3,50.1,42.5,91.5,A,None,0
B00360,2024-07-04 06:24:48.388838883,M1,OP07,Night,221.4,48.8,59.4,89.3,B,Structural,4
B00361,2024-07-04 06:37:54.707470747,M4,OP16,Night,201.6,47.3,44.4,104.8,A,None,0
B00362,2024-07-04 06:51:01.026102610,M10,OP19,Morning,197.6,49.9,37.5,92.7,B,None,0
B00363,2024-07-04 07:04:07.344734473,M6,OP07,Night,211.6,52.2,42.2,99.2,B,None,0
B00364,2024-07-04 07:17:13.663366336,M6,OP06,Morning,186.9,50.7,43.3,96.9,B,Surface,2
B00365,2024-07-04 07:30:19.981998199,M5,OP18,Morning,179.9,53.5,56.1,114.1,B,None,0
B00366,2024-07-04 07:43:26.300630063,M1,OP19,Afternoon,204.3,49.1,58.1,91.3,B,None,0
B00367,2024-07-04 07:56:32.619261926,M8,OP11,Afternoon,202.4,48.3,51.2,111.2,B,None,0
B00368,2024-07-04 08:09:38.937893789,M5,OP12,Morning,189.0,51.5,42.3,118.0,B,None,0
B00369,2024-07-04 08:22:45.256525652,M5,OP10,Night,205.3,50.3,45.8,91.6,B,None,0
B00370,2024-07-04 08:35:51.575157515,M7,OP13,Afternoon,227.7,55.9,49.3,88.6,A,None,0
B00371,2024-07-04 08:48:57.893789378,M4,OP12,Morning,206.7,48.6,40.1,102.5,B,None,0
B00372,2024-07-04 09:02:04.212421242,M6,OP10,Morning,170.3,48.0,41.1,100.5,C,None,0
B00373,2024-07-04 09:15:10.531053105,M4,OP20,Night,221.3,49.3,50.0,110.8,B,None,0
B00374,2024-07-04 09:28:16.849684968,M3,OP18,Morning,229.8,48.3,48.3,90.5,C,None,0
B00375,2024-07-04 09:41:23.168316831,M7,OP04,Morning,207.9,47.5,41.2,101.8,B,None,0
B00376,2024-07-04 09:54:29.486948694,M8,OP05,Afternoon,202.6,43.5,60.4,103.6,B,None,0
B00377,2024-07-04 10:07:35.805580558,M4,OP05,Afternoon,176.8,45.4,44.4,100.9,A,None,0
B00378,2024-07-04 10:20:42.124212421,M2,OP12,Night,187.0,49.5,40.5,96.8,C,None,0
B00379,2024-07-04 10:33:48.442844284,M10,OP03,Night,195.4,44.8,60.3,99.6,A,None,0
B00380,2024-07-04 10:46:54.761476147,M3,OP08,Night,189.0,52.3,52.4,124.8,B,None,0
B00381,2024-07-04 11:00:01.080108010,M1,OP02,Morning,192.4,51.5,47.7,86.4,B,None,0
B00382,2024-07-04 11:13:07.398739874,M8,OP18,Afternoon,201.9,47.3,44.4,118.3,B,Structural,4
B00383,2024-07-04 11:26:13.717371737,M3,OP09,Afternoon,189.7,49.8,47.0,96.0,A,None,0
B00384,2024-07-04 11:39:20.036003600,M10,OP13,Morning,222.8,49.2,44.1,90.9,A,None,0
B00385,2024-07-04 11:52:26.354635463,M7,OP07,Morning,201.1,42.8,45.9,91.4,A,None,0
B00386,2024-07-04 12:05:32.673267326,M10,OP10,Afternoon,207.6,51.8,51.4,98.9,C,None,0
B00387,2024-07-04 12:18:38.991899189,M5,OP09,Morning,207.6,47.6,42.7,101.1,C,None,0
B00388,2024-07-04 12:31:45.310531053,M10,OP15,Night,205.7,46.1,29.4,100.6,B,None,0
B00389,2024-07-04 12:44:51.629162916,M5,OP05,Night,200.7,52.7,63.5,96.9,C,None,0
B00390,2024-07-04 12:57:57.947794779,M7,OP12,Morning,215.0,51.0,40.3,112.9,B,Structural,3
B00391,2024-07-04 13:11:04.266426642,M9,OP01,Morning,218.1,53.6,37.2,90.9,B,None,0
B00392,2024-07-04 13:24:10.585058505,M5,OP12,Night,169.1,49.5,59.7,97.1,C,Structural,4
B00393,2024-07-04 13:37:16.903690369,M1,OP06,Afternoon,178.4,50.9,46.2,99.8,B,Surface,4
B00394,2024-07-04 13:50:23.222322232,M10,OP19,Night,191.9,53.2,52.7,99.6,A,None,0
B00395,2024-07-04 14:03:29.540954095,M10,OP19,Afternoon,183.3,56.7,56.7,91.1,B,None,0
B00396,2024-07-04 14:16:35.859585958,M1,OP16,Night,189.0,48.8,57.4,100.8,A,Dimensional,1
B00397,2024-07-04 14:29:42.178217821,M2,OP19,Night,193.2,51.0,54.1,103.1,A,None,0
B00398,2024-07-04 14:42:48.496849684,M6,OP03,Morning,196.1,52.3,44.6,103.3,C,None,0
B00399,2024-07-04 14:55:54.815481548,M9,OP10,Morning,177.6,52.3,39.6,103.5,B,None,0
B00400,2024-07-04 15:09:01.134113411,M8,OP18,Afternoon,193.8,47.9,64.4,94.1,B,None,0
B00401,2024-07-04 15:22:07.452745274,M5,OP13,Night,221.3,49.6,51.0,91.1,A,None,0
B00402,2024-07-04 15:35:13.771377137,M1,OP18,Morning,196.2,52.3,53.7,92.8,A,None,0
B00403,2024-07-04 15:48:20.090009000,M7,OP03,Afternoon,208.9,50.7,46.1,93.6,B,Surface,4
B00404,2024-07-04 16:01:26.408640864,M5,OP03,Morning,199.0,57.7,52.6,81.3,B,Surface,3
B00405,2024-07-04 16:14:32.727272727,M6,OP12,Night,201.7,48.8,46.6,98.3,C,None,0
B00406,2024-07-04 16:27:39.045904590,M7,OP20,Night,198.3,46.8,47.7,98.9,B,Dimensional,4
B00407,2024-07-04 16:40:45.364536453,M3,OP07,Afternoon,211.1,51.9,39.2,91.8,A,Dimensional,3
B00408,2024-07-04 16:53:51.683168316,M10,OP08,Morning,187.7,46.2,53.6,103.9,A,None,0
B00409,2024-07-04 17:06:58.001800180,M3,OP09,Morning,202.6,48.2,31.5,98.1,A,Structural,1
B00410,2024-07-04 17:20:04.320432043,M5,OP14,Afternoon,191.3,50.3,59.0,103.8,B,None,0
B00411,2024-07-04 17:33:10.639063906,M6,OP05,Afternoon,210.1,49.9,65.3,95.6,A,None,0
B00412,2024-07-04 17:46:16.957695769,M9,OP19,Morning,183.4,49.8,46.4,95.6,B,None,0
B00413,2024-07-04 17:59:23.276327632,M5,OP16,Night,209.8,47.7,57.1,106.5,C,None,0
B00414,2024-07-04 18:12:29.594959495,M1,OP12,Afternoon,203.1,51.5,46.9,87.9,B,None,0
B00415,2024-07-04 18:25:35.913591359,M4,OP04,Night,181.0,58.7,49.9,99.9,B,None,0
B00416,2024-07-04 18:38:42.232223222,M5,OP08,Morning,226.2,53.3,45.6,103.4,B,None,0
B00417,2024-07-04 18:51:48.550855085,M10,OP07,Morning,208.4,42.6,46.6,108.9,B,None,0
B00418,2024-07-04 19:04:54.869486948,M10,OP15,Afternoon,183.7,48.4,46.6,102.6,A,None,0
B00419,2024-07-04 19:18:01.188118811,M5,OP06,Afternoon,202.4,52.1,34.7,91.9,B,Surface,2
B00420,2024-07-04 19:31:07.506750675,M7,OP05,Afternoon,175.4,44.0,52.6,95.8,B,None,0
B00421,2024-07-04 19:44:13.825382538,M4,OP14,Night,174.3,40.3,35.0,85.3,A,None,0
B00422,2024-07-04 19:57:20.144014401,M1,OP13,Afternoon,217.9,47.1,46.8,94.6,C,Dimensional,5
B00423,2024-07-04 20:10:26.462646264,M5,OP10,Morning,182.0,46.8,35.8,108.6,C,None,0
B00424,2024-07-04 20:23:32.781278127,M7,OP18,Night,211.8,56.6,47.0,110.5,B,None,0
B00425,2024-07-04 20:36:39.099909991,M10,OP04,Afternoon,217.5,51.4,52.1,97.8,B,None,0
B00426,2024-07-04 20:49:45.418541854,M10,OP08,Morning,185.2,49.4,60.9,114.5,B,None,0
B00427,2024-07-04 21:02:51.737173717,M6,OP11,Morning,231.2,48.7,49.6,94.9,B,None,0
B00428,2024-07-04 21:15:58.055805580,M5,OP17,Night,201.4,51.8,47.6,101.5,A,None,0
B00429,2024-07-04 21:29:04.374437443,M4,OP18,Night,200.7,50.8,41.0,83.3,B,None,0
B00430,2024-07-04 21:42:10.693069306,M2,OP11,Morning,185.0,51.8,43.0,99.3,B,None,0
B00431,2024-07-04 21:55:17.011701170,M4,OP16,Afternoon,185.3,51.3,59.4,100.5,C,None,0
B00432,2024-07-04 22:08:23.330333033,M10,OP12,Night,167.1,54.2,53.7,94.8,B,None,0
B00433,2024-07-04 22:21:29.648964896,M10,OP13,Night,188.3,50.1,42.7,109.1,B,None,0
B00434,2024-07-04 22:34:35.967596759,M3,OP16,Afternoon,217.5,53.1,33.7,85.9,C,Surface,5
B00435,2024-07-04 22:47:42.286228622,M10,OP01,Night,184.7,51.4,63.1,85.7,B,None,0
B00436,2024-07-04 23:00:48.604860486,M1,OP16,Afternoon,186.0,50.8,40.1,100.8,B,Dimensional,2
B00437,2024-07-04 23:13:54.923492349,M8,OP15,Morning,180.7,48.4,49.9,82.2,B,None,0
B00438,2024-07-04 23:27:01.242124212,M5,OP06,Morning,179.6,49.7,43.0,105.9,A,None,0
B00439,2024-07-04 23:40:07.560756075,M4,OP12,Morning,213.3,49.8,41.2,98.4,B,None,0
B00440,2024-07-04 23:53:13.879387938,M8,OP08,Afternoon,181.8,54.3,51.5,105.5,A,None,0
B00441,2024-07-05 00:06:20.198019801,M7,OP07,Night,198.0,50.9,56.9,100.6,C,None,0
B00442,2024-07-05 00:19:26.516651665,M2,OP02,Morning,194.7,46.4,55.3,102.5,B,Surface,6
B00443,2024-07-05 00:32:32.835283528,M1,OP12,Afternoon,214.3,43.8,54.8,99.3,B,None,0
B00444,2024-07-05 00:45:39.153915391,M4,OP14,Morning,187.5,45.4,41.8,109.6,B,None,0
B00445,2024-07-05 00:58:45.472547254,M8,OP16,Night,193.5,47.2,51.4,108.5,B,None,0
B00446,2024-07-05 01:11:51.791179117,M2,OP11,Night,183.6,51.8,52.7,103.1,A,None,0
B00447,2024-07-05 01:24:58.109810981,M3,OP20,Morning,190.4,47.5,38.7,102.4,C,Structural,2
B00448,2024-07-05 01:38:04.428442844,M1,OP09,Afternoon,186.5,54.9,33.3,105.6,C,None,0
B00449,2024-07-05 01:51:10.747074707,M1,OP10,Morning,197.8,45.1,50.4,98.9,A,None,0
B00450,2024-07-05 02:04:17.065706570,M3,OP17,Afternoon,224.0,52.7,43.4,102.8,B,None,0
B00451,2024-07-05 02:17:23.384338433,M5,OP12,Morning,196.9,42.5,39.7,94.5,A,None,0
B00452,2024-07-05 02:30:29.702970297,M3,OP06,Afternoon,217.6,45.5,33.9,89.5,B,None,0
B00453,2024-07-05 02:43:36.021602160,M1,OP19,Night,214.2,46.0,44.4,99.2,A,None,0
B00454,2024-07-05 02:56:42.340234023,M1,OP11,Afternoon,199.4,46.0,62.6,108.1,B,None,0
B00455,2024-07-05 03:09:48.658865886,M8,OP09,Morning,214.4,47.4,56.9,105.5,B,None,0
B00456,2024-07-05 03:22:54.977497749,M10,OP06,Afternoon,203.5,53.1,61.7,91.4,A,None,0
B00457,2024-07-05 03:36:01.296129612,M2,OP16,Afternoon,178.6,52.9,44.1,94.4,C,None,0
B00458,2024-07-05 03:49:07.614761476,M3,OP20,Afternoon,199.4,46.0,58.6,96.8,B,None,0
B00459,2024-07-05 04:02:13.933393339,M2,OP16,Morning,203.1,49.2,59.9,88.7,C,None,0
B00460,2024-07-05 04:15:20.252025202,M3,OP06,Night,226.4,51.8,61.9,94.0,A,None,0
B00461,2024-07-05 04:28:26.570657065,M7,OP05,Afternoon,186.0,49.3,47.9,89.9,B,None,0
B00462,2024-07-05 04:41:32.889288928,M1,OP04,Morning,206.9,56.3,46.2,97.2,C,None,0
B00463,2024-07-05 04:54:39.207920792,M10,OP02,Morning,181.5,51.5,49.3,96.1,C,None,0
B00464,2024-07-05 05:07:45.526552655,M8,OP06,Night,223.1,46.5,50.7,106.6,A,None,0
B00465,2024-07-05 05:20:51.845184518,M10,OP09,Morning,218.4,46.9,39.5,102.2,B,None,0
B00466,2024-07-05 05:33:58.163816381,M10,OP17,Night,182.0,46.1,45.4,108.6,B,None,0
B00467,2024-07-05 05:47:04.482448244,M10,OP14,Afternoon,226.1,47.2,58.9,82.9,B,None,0
B00468,2024-07-05 06:00:10.801080108,M2,OP07,Afternoon,216.2,50.1,45.5,91.3,C,None,0
B00469,2024-07-05 06:13:17.119711971,M3,OP19,Night,219.0,49.1,50.6,102.8,C,None,0
B00470,2024-07-05 06:26:23.438343834,M9,OP01,Morning,223.5,48.1,53.8,102.2,B,None,0
B00471,2024-07-05 06:39:29.756975697,M7,OP20,Morning,216.9,52.3,60.0,97.4,B,None,0
B00472,2024-07-05 06:52:36.075607560,M4,OP15,Morning,195.0,51.4,54.8,107.7,B,None,0
B00473,2024-07-05 07:05:42.394239423,M10,OP18,Night,222.5,43.7,57.5,99.6,B,None,0
B00474,2024-07-05 07:18:48.712871287,M5,OP03,Afternoon,186.6,44.9,53.5,118.3,C,Structural,2
B00475,2024-07-05 07:31:55.031503150,M2,OP18,Afternoon,188.4,46.1,52.3,100.8,A,None,0
B00476,2024-07-05 07:45:01.350135013,M8,OP02,Morning,193.2,46.8,57.0,95.0,C,None,0
B00477,2024-07-05 07:58:07.668766876,M4,OP10,Afternoon,205.0,47.4,31.4,112.5,C,None,0
B00478,2024-07-05 08:11:13.987398739,M9,OP11,Morning,186.2,48.4,55.7,100.2,B,Structural,3
B00479,2024-07-05 08:24:20.306030603,M5,OP03,Morning,182.0,51.4,33.4,104.9,B,Surface,7
B00480,2024-07-05 08:37:26.624662466,M9,OP07,Morning,186.3,45.5,45.9,92.3,A,None,0
B00481,2024-07-05 08:50:32.943294329,M4,OP08,Afternoon,194.6,46.9,57.2,102.9,C,None,0
B00482,2024-07-05 09:03:39.261926192,M10,OP19,Afternoon,201.1,43.7,48.7,99.6,B,None,0
B00483,2024-07-05 09:16:45.580558055,M5,OP18,Afternoon,188.6,46.3,49.4,105.4,B,Dimensional,1
B00484,2024-07-05 09:29:51.899189919,M9,OP13,Afternoon,181.8,49.2,51.9,97.2,C,None,0
B00485,2024-07-05 09:42:58.217821782,M8,OP13,Night,205.8,46.4,64.9,86.7,A,None,0
B00486,2024-07-05 09:56:04.536453645,M3,OP19,Night,227.1,45.9,32.7,105.7,C,Surface,1
B00487,2024-07-05 10:09:10.855085508,M1,OP12,Afternoon,193.8,48.0,44.2,99.9,B,None,0
B00488,2024-07-05 10:22:17.173717371,M3,OP17,Night,213.4,50.9,61.2,94.7,A,Dimensional,2
B00489,2024-07-05 10:35:23.492349234,M4,OP12,Night,200.0,46.3,48.0,101.1,B,None,0
B00490,2024-07-05 10:48:29.810981098,M2,OP13,Afternoon,209.6,54.1,48.4,101.3,B,None,0
B00491,2024-07-05 11:01:36.129612961,M1,OP12,Afternoon,212.2,46.6,55.5,103.5,B,None,0
B00492,2024-07-05 11:14:42.448244824,M7,OP19,Morning,200.1,48.3,40.0,103.3,C,None,0
B00493,2024-07-05 11:27:48.766876687,M8,OP14,Night,185.3,54.6,57.1,111.2,B,Structural,3
B00494,2024-07-05 11:40:55.085508550,M7,OP07,Morning,181.5,52.3,47.1,97.5,B,None,0
B00495,2024-07-05 11:54:01.404140414,M5,OP13,Morning,217.3,49.4,48.7,108.1,A,None,0
B00496,2024-07-05 12:07:07.722772277,M1,OP06,Afternoon,209.5,51.5,43.5,96.9,B,None,0
B00497,2024-07-05 12:20:14.041404140,M7,OP19,Night,214.7,44.9,54.0,87.7,C,Surface,3
B00498,2024-07-05 12:33:20.360036003,M7,OP19,Afternoon,210.1,57.2,47.5,110.2,B,Dimensional,5
B00499,2024-07-05 12:46:26.678667866,M9,OP04,Night,216.1,45.1,52.2,93.2,A,None,0
B00500,2024-07-05 12:59:32.997299729,M3,OP19,Night,203.3,50.8,47.0,106.5,B,None,0
B00501,2024-07-05 13:12:39.315931593,M9,OP09,Afternoon,177.2,54.5,49.7,100.6,C,None,0
B00502,2024-07-05 13:25:45.634563456,M1,OP16,Afternoon,204.2,51.1,45.5,101.8,C,None,0
B00503,2024-07-05 13:38:51.953195319,M1,OP04,Afternoon,226.9,49.8,47.2,109.0,A,Structural,5
B00504,2024-07-05 13:51:58.271827182,M4,OP06,Night,205.3,54.5,43.1,82.5,B,Dimensional,3
B00505,2024-07-05 14:05:04.590459045,M9,OP08,Night,181.6,52.5,42.1,106.5,A,None,0
B00506,2024-07-05 14:18:10.909090909,M6,OP16,Night,211.0,48.1,64.0,105.2,C,None,0
